Model Name,MAP,Recall,Precision@10,nDCG@10
BM25 + Cluster Boost,0.10395315433246943,0.11683154814273518,0.6877551020408162,0.74983772318101
Hybrid + Cluster Boost,0.07053137115438299,0.09510540998202983,0.5591836734693877,0.5815598405212188
